"Exp","Site","Hole","Latitude_DD","Longitude_DD","Water.depth..m.","Penetration.DSF..m.","Cored.interval..m.","Recovered.length..m.","Recovery....","Drilled.interval..m.","Drilled.interval..no..","Total.cores..no..","APC.cores..no..","HLAPC.cores..no..","XCB.cores..no..","RCB.cores..no..","Other.cores..no..","Date.started..UTC.","Date.finished..UTC.","Time.on.hole..days.","Comments","Latitude","Longitude","program","repository"
"202","1238","C",-1.87183833333333,-82.7821283333333,2203.2,167.5,162.5,167.85,103.29,5,2,18,18,0,0,0,0,"05/09/2002 21:00","05/10/2002 10:15",0,NA,"1 52.3103 S","82 46.9277 W","ODP","GCR"
"202","1239","A",-0.672,-82.0808283333333,1414.7,515.4,515.4,515.1,99.94,NA,0,55,19,0,36,0,0,"05/11/2002 05:25","05/12/2002 16:50",0,NA,"0 40.32 S","82 4.8497 W","ODP","GCR"
"202","1239","B",-0.67201,-82.081005,1413.3,398.7,396.7,407.32,102.68,2,1,42,18,0,24,0,0,"05/13/2002 15:05","05/14/2002 15:45",0,NA,"0 40.3206 S","82 4.8603 W","ODP","GCR"
"202","1239","C",-0.672006666666667,-82.0811683333333,1413.3,117.3,114,119.65,104.96,3.3,2,12,12,0,0,0,0,"05/14/2002 18:20","05/15/2002 01:55",0,NA,"0 40.3204 S","82 4.8701 W","ODP","GCR"
"202","1240","A",0.02185,-86.4625016666667,2922.4,253,253,264.03,104.36,NA,0,28,28,0,0,0,0,"05/16/2002 12:10","05/17/2002 13:55",0,NA,"0 1.311 N","86 27.7501 W","ODP","GCR"
"202","1240","B",0.02185,-86.4626,2920.2,248.2,246.2,254.8,103.49,2,1,26,26,0,0,0,0,"05/17/2002 17:40","05/18/2002 16:55",0,NA,"0 1.311 N","86 27.756 W","ODP","GCR"
"202","1240","C",0.02185,-86.46267,2920.2,80.2,76,75.3,99.08,4.2,2,8,8,0,0,0,0,"05/18/2002 19:05","05/19/2002 02:55",0,NA,"0 1.311 N","86 27.7602 W","ODP","GCR"
"202","1240","D",0.0218483333333333,-86.46277,2920.2,31.7,28.5,28.41,99.68,3.2,1,3,3,0,0,0,0,"05/19/2002 04:25","05/19/2002 06:45",0,NA,"0 1.3109 N","86 27.7662 W","ODP","GCR"
"202","1241","A",5.84283,-86.444505,2027.3,394.4,394.4,404.86,102.65,NA,0,43,34,0,9,0,0,"05/21/2002 01:35","05/22/2002 21:45",0,NA,"5 50.5698 N","86 26.6703 W","ODP","GCR"
"202","1241","B",5.84283166666667,-86.4446833333333,2025.8,395,303.6,302.23,99.55,91.4,3,32,27,0,5,0,0,"05/23/2002 01:25","05/24/2002 02:15",0,NA,"5 50.5699 N","86 26.681 W","ODP","GCR"
"202","1241","C",5.84283666666667,-86.4448616666667,2027.2,143.5,101,103.05,102.03,42.5,4,11,11,0,0,0,0,"05/24/2002 20:20","05/25/2002 04:55",0,NA,"5 50.5702 N","86 26.6917 W","ODP","GCR"
"202","1242","A",7.85586833333333,-83.6067,1363.4,250.8,250.8,260.11,103.71,NA,0,27,19,0,8,0,0,"05/26/2002 11:20","05/27/2002 06:55",0,NA,"7 51.3521 N","83 36.402 W","ODP","GCR"
"202","1242","B",7.85587833333333,-83.6068783333333,1365.2,256,250.5,259.24,103.49,5.5,2,27,18,0,9,0,0,"05/27/2002 10:00","05/28/2002 01:55",0,NA,"7 51.3527 N","83 36.4127 W","ODP","GCR"
"202","1242","C",7.85586666666667,-83.60707,1363.1,172,166.5,170.95,102.67,5.5,2,18,18,0,0,0,0,"05/28/2002 04:40","05/28/2002 15:10",0,NA,"7 51.352 N","83 36.4242 W","ODP","GCR"
"202","1242","D",7.85588,-83.60725,1363.1,91.5,76,80.15,105.46,15.5,2,8,8,0,0,0,0,"05/28/2002 17:20","05/28/2002 21:55",0,NA,"7 51.3528 N","83 36.435 W","ODP","GCR"
"203","1243","A",5.30090166666667,-110.07633,3871.3,212,NA,NA,0,212,3,0,0,0,0,0,0,"06/13/2002 01:00","06/18/2002 03:00",0,NA,"5 18.0541 N","110 4.5798 W","ODP","GCR"
"203","1243","B",5.300905,-110.070906666667,3856.6,195.3,93.3,28.17,30.19,102,1,19,0,0,0,18,1,"06/20/2002 14:40","06/23/2002 16:00",0,NA,"5 18.0543 N","110 4.2544 W","ODP","GCR"
"204","1244","A",44.5861683333333,-125.119843333333,896.7,9.5,9.5,9.99,105.16,NA,0,1,1,0,0,0,0,"07/13/2002 08:00",NA,0,NA,"44 35.1701 N","125 7.1906 W","ODP","GCR"
"204","1244","B",44.58617,-125.119861666667,896,54.1,54.1,56.85,105.08,NA,0,6,6,0,0,0,0,"07/13/2002 08:35","07/13/2002 12:55",0,NA,"44 35.1702 N","125 7.1917 W","ODP","GCR"
"204","1244","C",44.5863066666667,-125.119836666667,895.1,333.5,332,315.5,95.03,1.5,3,39,15,0,21,0,3,"07/14/2002 02:45","07/16/2002 03:30",0,NA,"44 35.1784 N","125 7.1902 W","ODP","GCR"
"204","1244","D",44.5864416666667,-125.119833333333,895.1,380,NA,NA,0,380,1,0,0,0,0,0,0,"07/17/2002 18:10",NA,0,NA,"44 35.1865 N","125 7.19 W","ODP","GCR"
"204","1244","E",44.5861816666667,-125.119531666667,893.3,250,135.8,137.73,101.42,114.2,6,19,14,0,0,0,5,"08/19/2002 13:40","08/20/2002 16:45",0,NA,"44 35.1709 N","125 7.1719 W","ODP","GCR"
"204","1244","F",44.5861516666667,-125.119508333333,896.3,24.1,24.1,24.9,103.32,NA,0,4,3,0,0,0,1,"08/22/2002 10:00","08/22/2002 12:15",0,NA,"44 35.1691 N","125 7.1705 W","ODP","GCR"
"204","1245","A",44.5861616666667,-125.149103333333,875.6,380,NA,NA,0,380,1,0,0,0,0,0,0,"07/19/2002 04:05",NA,0,NA,"44 35.1697 N","125 8.9462 W","ODP","GCR"
"204","1245","B",44.5859783333333,-125.149091666667,869.7,473.7,471.7,418.02,88.62,2,2,53,14,0,36,0,3,"08/06/2002 17:40","08/09/2002 19:55",0,NA,"44 35.1587 N","125 8.9455 W","ODP","GCR"
"204","1245","C",44.58617,-125.14886,868.6,201.7,198.7,185.31,93.26,3,3,29,16,0,7,0,6,"08/10/2002 00:40","08/11/2002 05:20",0,NA,"44 35.1702 N","125 8.9316 W","ODP","GCR"
"204","1245","D",44.58615,-125.148853333333,870.1,24,24,24.82,103.42,NA,0,3,3,0,0,0,0,"08/11/2002 08:25","08/11/2002 09:45",0,NA,"44 35.169 N","125 8.9312 W","ODP","GCR"
"204","1245","E",44.58617,-125.149341666667,869.5,540.3,66.6,18.48,27.75,473.7,2,8,0,0,0,8,0,"08/13/2002 00:35","08/14/2002 06:00",0,NA,"44 35.1702 N","125 8.9605 W","ODP","GCR"
"204","1246","A",44.58607,-125.135666666667,850.6,180,NA,NA,0,180,1,0,0,0,0,0,0,"07/19/2002 19:20",NA,0,NA,"44 35.1642 N","125 8.14 W","ODP","GCR"
"204","1246","B",44.5860733333333,-125.135391666667,849.4,136.7,136.7,135.38,99.03,NA,0,16,16,0,0,0,0,"08/11/2002 14:05","08/12/2002 03:40",0,NA,"44 35.1644 N","125 8.1235 W","ODP","GCR"
"204","1247","A",44.5776516666667,-125.15016,834.1,270,NA,NA,0,270,1,0,0,0,0,0,0,"07/20/2002 20:35",NA,0,NA,"44 34.6591 N","125 9.0096 W","ODP","GCR"
"204","1247","B",44.5776483333333,-125.151276666667,834.3,220,217,211.98,97.69,3,3,27,13,0,11,0,3,"08/22/2002 17:35","08/23/2002 18:45",0,NA,"44 34.6589 N","125 9.0766 W","ODP","GCR"
"204","1248","A",44.5741916666667,-125.15258,832,194,NA,NA,0,194,1,0,0,0,0,0,0,"07/21/2002 11:40",NA,0,NA,"44 34.4515 N","125 9.1548 W","ODP","GCR"
"204","1248","B",44.57428,-125.15247,829.6,17,17,7.45,43.82,NA,0,3,3,0,0,0,0,"08/01/2002 16:35","08/01/2002 19:20",0,NA,"44 34.4568 N","125 9.1482 W","ODP","GCR"
"204","1248","C",44.5742316666667,-125.152498333333,829.6,149,149,101.44,68.08,NA,0,17,11,0,6,0,0,"08/01/2002 22:55","08/02/2002 16:00",0,NA,"44 34.4539 N","125 9.1499 W","ODP","GCR"
"204","1249","A",44.57041,-125.147371666667,777.5,90,NA,NA,0,90,1,0,0,0,0,0,0,"07/21/2002 21:35",NA,0,NA,"44 34.2246 N","125 8.8423 W","ODP","GCR"
"204","1249","B",44.5701766666667,-125.147353333333,778.4,45,45,14.01,31.13,NA,0,8,0,0,0,0,9,"07/25/2002 06:05","07/25/2002 15:45",0,NA,"44 34.2106 N","125 8.8412 W","ODP","GCR"
"204","1249","C",44.5706133333333,-125.14735,778.4,90,88.5,58.97,66.63,1.5,3,14,11,0,0,0,3,"07/26/2002 00:50","07/26/2002 15:20",0,NA,"44 34.2368 N","125 8.841 W","ODP","GCR"
"204","1249","D",44.57037,-125.147276666667,777.2,18.5,16.5,4.78,28.97,2,1,3,2,0,0,0,1,"08/05/2002 07:45","08/05/2002 10:50",0,NA,"44 34.2222 N","125 8.8366 W","ODP","GCR"
"204","1249","E",44.57045,-125.147281666667,777.2,11,9,3.38,37.56,2,1,3,2,0,0,0,1,"08/05/2002 12:00","08/05/2002 15:20",0,NA,"44 34.227 N","125 8.8369 W","ODP","GCR"
"204","1249","F",44.5705283333333,-125.147295,777.2,90,82.5,57.37,69.54,7.5,5,16,10,0,1,0,5,"08/05/2002 16:15","08/06/2002 12:30",0,NA,"44 34.2317 N","125 8.8377 W","ODP","GCR"
"204","1249","G",44.5701216666667,-125.14736,776.8,43,43,11.24,26.14,NA,0,5,3,0,1,0,1,"08/28/2002 07:45","08/28/2002 12:35",0,NA,"44 34.2073 N","125 8.8416 W","ODP","GCR"
"204","1249","H",44.57018,-125.147275,776.8,52.5,52.5,27.52,52.42,NA,0,6,4,0,1,0,1,"08/28/2002 15:30","08/28/2002 20:55",0,NA,"44 34.2108 N","125 8.8365 W","ODP","GCR"
"204","1249","I",44.570185,-125.147395,776.8,33.6,33.6,8.69,25.86,NA,0,4,3,0,1,0,0,"08/29/2002 00:25","08/29/2002 03:25",0,NA,"44 34.2111 N","125 8.8437 W","ODP","GCR"
"204","1249","J",44.57019,-125.14737,776.8,32.5,32.5,7.69,23.66,NA,0,3,2,0,1,0,0,"08/29/2002 07:10","08/29/2002 08:50",0,NA,"44 34.2114 N","125 8.8422 W","ODP","GCR"
"204","1249","K",44.5702283333333,-125.14732,776.8,44.2,43.2,16.87,39.05,1,1,5,4,0,1,0,0,"08/29/2002 12:35","08/29/2002 17:00",0,NA,"44 34.2137 N","125 8.8392 W","ODP","GCR"
"204","1249","L",44.5701983333333,-125.147398333333,776.8,38.5,38.5,14.15,36.75,NA,0,5,2,0,2,0,1,"08/29/2002 20:15","08/30/2002 02:25",0,NA,"44 34.2119 N","125 8.8439 W","ODP","GCR"
"204","1250","A",44.5686266666667,-125.150298333333,796,210,NA,NA,0,210,1,0,0,0,0,0,0,"07/22/2002 13:40","07/24/2002 11:40",0,NA,"44 34.1176 N","125 9.0179 W","ODP","GCR"
"204","1250","B",44.5686233333333,-125.149868333333,795.9,180,NA,NA,0,180,1,0,0,0,0,0,0,"07/24/2002 11:40",NA,0,NA,"44 34.1174 N","125 8.9921 W","ODP","GCR"
"204","1250","C",44.5687883333333,-125.150296666667,795.8,145,143,117.29,82.02,2,2,19,15,0,1,0,3,"08/02/2002 22:10","08/03/2002 22:30",0,NA,"44 34.1273 N","125 9.0178 W","ODP","GCR"
"204","1250","D",44.5684383333333,-125.150303333333,795.7,145,142,133.67,94.13,3,3,19,12,0,3,0,4,"08/04/2002 00:55","08/04/2002 23:00",0,NA,"44 34.1063 N","125 9.0182 W","ODP","GCR"
"204","1250","E",44.56854,-125.150285,795.7,16,16,11.93,74.56,NA,0,2,2,0,0,0,0,"08/05/2002 02:50","08/05/2002 04:15",0,NA,"44 34.1124 N","125 9.0171 W","ODP","GCR"
"204","1250","F",44.56861,-125.150041666667,795.4,180,77,69.1,89.74,103,4,13,3,0,7,0,3,"08/25/2002 08:40","08/25/2002 21:45",0,NA,"44 34.1166 N","125 9.0025 W","ODP","GCR"
"204","1251","A",44.5703283333333,-125.074201666667,1216.9,380,NA,NA,0,380,1,0,0,0,0,0,0,"07/23/2002 15:00",NA,0,NA,"44 34.2197 N","125 4.4521 W","ODP","GCR"
"204","1251","B",44.5703183333333,-125.073958333333,1213.3,445.1,442.1,368.58,83.37,3,3,53,21,0,26,0,6,"07/27/2002 01:20","07/30/2002 05:35",0,NA,"44 34.2191 N","125 4.4375 W","ODP","GCR"
"204","1251","C",44.5700966666667,-125.073943333333,1210.2,17.6,17.6,13.63,77.44,NA,0,2,1,0,1,0,0,"07/30/2002 10:25","07/30/2002 12:55",0,NA,"44 34.2058 N","125 4.4366 W","ODP","GCR"
"204","1251","D",44.5701,-125.073941666667,1210.2,230.5,226.5,194.4,85.83,4,4,30,15,0,9,0,6,"07/30/2002 14:25","08/01/2002 01:30",0,NA,"44 34.206 N","125 4.4365 W","ODP","GCR"
"204","1251","E",44.57021,-125.07393,1208.8,9.5,9.5,9.89,104.11,NA,0,1,1,0,0,0,0,"08/01/2002 05:25","08/01/2002 05:50",0,NA,"44 34.2126 N","125 4.4358 W","ODP","GCR"
"204","1251","F",44.570265,-125.073948333333,1208.8,9.5,9.5,9.92,104.42,NA,0,1,1,0,0,0,0,"08/01/2002 05:50",NA,0,NA,"44 34.2159 N","125 4.4369 W","ODP","GCR"
"204","1251","G",44.5702416666667,-125.07394,1208.8,21,10.5,11.11,105.81,10.5,2,2,1,0,0,0,1,"08/01/2002 06:10","08/01/2002 08:00",0,NA,"44 34.2145 N","125 4.4364 W","ODP","GCR"
"204","1251","H",44.5701483333333,-125.07419,1208.5,445,NA,NA,0,445,1,0,0,0,0,0,0,"08/17/2002 08:00",NA,0,NA,"44 34.2089 N","125 4.4514 W","ODP","GCR"
"204","1252","A",44.5861183333333,-125.092818333333,1039.2,259.8,259.8,253.62,97.62,NA,0,28,14,0,14,0,0,"08/30/2002 10:40","08/31/2002 08:40",0,NA,"44 35.1671 N","125 5.5691 W","ODP","GCR"
"205","1253","A",9.64763833333333,-86.1905616666667,4376.3,600,230,148.65,64.63,370,2,43,0,0,0,43,0,"09/23/2002 21:45","10/02/2002 16:00",0,NA,"9 38.8583 N","86 11.4337 W","ODP","GCR"
"205","1254","A",9.66164833333333,-86.1790583333333,4182.8,367.5,140.5,125,88.97,227,3,16,0,0,0,16,0,"10/13/2002 12:20","10/16/2002 08:20",0,NA,"9 39.6989 N","86 10.7435 W","ODP","GCR"
"205","1254","B",9.66197833333333,-86.17879,4175.6,278,NA,NA,0,278,1,0,0,0,0,0,0,"10/22/2002 17:00",NA,0,NA,"9 39.7187 N","86 10.7274 W","ODP","GCR"
"205","1255","A",9.65452666666667,-86.18582,4311.6,157,34,7.22,21.24,123,1,4,0,0,0,4,0,"10/31/2002 00:10","10/31/2002 12:55",0,NA,"9 39.2716 N","86 11.1492 W","ODP","GCR"
"206","1256","A",6.73649,-91.9342783333333,3634.5,2.3,2.3,2.37,103.04,NA,0,1,1,0,0,0,0,"11/15/2002 13:00",NA,0,NA,"6 44.1894 N","91 56.0567 W","ODP","GCR"
"206","1256","B",6.73650166666667,-91.93434,3634.7,251.7,251.7,224.14,89.05,NA,0,29,18,0,11,0,0,"11/15/2002 14:35","11/16/2002 21:00",0,NA,"6 44.1901 N","91 56.0604 W","ODP","GCR"
"206","1256","C",6.73632,-91.9343166666667,3634.7,340.3,120.2,61.07,50.81,220.1,1,14,0,0,0,14,0,"11/18/2002 03:25","11/21/2002 17:15",0,NA,"6 44.1792 N","91 56.059 W","ODP","GCR"
"206","1256","D",6.73605166666667,-91.9343533333333,3634.7,752,475.9,227.3,47.76,276.1,4,73,0,0,0,73,1,"11/24/2002 16:15","12/27/2002 17:55",0,NA,"6 44.1631 N","91 56.0612 W","ODP","GCR"
"207","1257","A",9.45383666666667,-54.3419733333333,2951,284.7,284.7,216.05,75.89,NA,0,31,5,0,26,0,0,"01/16/2003 04:30","01/18/2003 13:20",0,NA,"9 27.2302 N","54 20.5184 W","ODP","BCR"
"207","1257","B",9.45364,-54.3417916666667,2951,227.3,187.3,116.23,62.06,40,1,27,0,0,0,27,0,"01/20/2003 13:15","01/21/2003 15:45",0,NA,"9 27.2184 N","54 20.5075 W","ODP","BCR"
"207","1257","C",9.45342833333333,-54.3415916666667,2951,235.9,153.9,96.6,62.77,82,1,16,0,0,0,16,0,"01/21/2003 21:40","01/22/2003 13:40",0,NA,"9 27.2057 N","54 20.4955 W","ODP","BCR"
"207","1258","A",9.43333833333333,-54.7333233333333,3192.2,447.5,447.5,375.46,83.9,NA,0,50,0,0,0,50,0,"01/23/2003 04:50","01/25/2003 12:00",0,NA,"9 26.0003 N","54 43.9994 W","ODP","BCR"
"207","1258","B",9.43333833333333,-54.7330416666667,3192.2,460.9,453.9,346.13,76.26,7,1,57,0,0,0,57,0,"01/25/2003 17:25","01/28/2003 12:15",0,NA,"9 26.0003 N","54 43.9825 W","ODP","BCR"
"207","1258","C",9.43333166666667,-54.73277,3192.2,485,215.2,161.08,74.85,269.8,3,34,0,0,0,34,0,"01/28/2003 20:05","01/30/2003 20:15",0,NA,"9 25.9999 N","54 43.9662 W","ODP","BCR"
"207","1259","A",9.29998166666667,-54.1999733333333,2353.8,558.8,558.8,372.13,66.59,NA,0,60,0,0,0,60,0,"02/01/2003 22:50","02/04/2003 00:50",0,NA,"9 17.9989 N","54 11.9984 W","ODP","BCR"
