"Title","Keywords","Creator","Notes","Duration","Special","YouTube.Link","YouTube.Channel","Exp.or.Group"
"Peggy Delaney in the Chem Lab - NSTA conference","Interviews/Career Paths","Bill Crawford",NA,"00:03:27",NA,"https://www.youtube.com/watch?v=8FkLfnBF6LM","OceanLeadership","320"
"Pesquisadores brasileiros (CAPES IODP Brasil) - IODP Expedicao 383","Catwalk",NA,"Portuguese","00:53:35",NA,"https://www.youtube.com/watch?v=fRfTgDflO64","Valesca Eilert","383"
"Pesquisadores brasileiros (CAPES IODP Brasil) - IODP Expedicao 383","Science",NA,"Portuguese","00:53:35",NA,"https://www.youtube.com/watch?v=fRfTgDflO64","Valesca Eilert","383"
"Pesquisadores brasileiros (CAPES IODP Brasil) - IODP Expedicao 383","Labs",NA,"Portuguese","00:53:35",NA,"https://www.youtube.com/watch?v=fRfTgDflO64","Valesca Eilert","383"
"Pesquisadores brasileiros (CAPES IODP Brasil) - IODP Expedicao 383","Drilling/Rigfloor",NA,"Portuguese","00:53:35",NA,"https://www.youtube.com/watch?v=fRfTgDflO64","Valesca Eilert","383"
"Pesquisadores brasileiros (CAPES IODP Brasil) - IODP Expedicao 383","Derrick",NA,"Portuguese","00:53:35",NA,"https://www.youtube.com/watch?v=fRfTgDflO64","Valesca Eilert","383"
"Pesquisadores brasileiros (CAPES IODP Brasil) - IODP Expedicao 383","Interviews/Career Paths",NA,"Portuguese","00:53:35",NA,"https://www.youtube.com/watch?v=fRfTgDflO64","Valesca Eilert","383"
"Peter Barrett Leg 28 Antarctic Expedition","Core Splitting",NA,NA,"00:20:57","Glomar Challenger","unavailable - contact JRSO/USSSP","NA","Historical"
"Peter Barrett Leg 28 Antarctic Expedition","Labs",NA,NA,"00:20:57","Glomar Challenger","unavailable - contact JRSO/USSSP","NA","Historical"
"Peter Barrett Leg 28 Antarctic Expedition","Gangway/Pier",NA,NA,"00:20:57","Glomar Challenger","unavailable - contact JRSO/USSSP","NA","Historical"
"Peter Barrett Leg 28 Antarctic Expedition","Derrick",NA,NA,"00:20:57","Glomar Challenger","unavailable - contact JRSO/USSSP","NA","Historical"
"Peter Barrett Leg 28 Antarctic Expedition","Life at Sea",NA,NA,"00:20:57","Glomar Challenger","unavailable - contact JRSO/USSSP","NA","Historical"
"Peter Barrett Leg 28 Antarctic Expedition","Drilling/Rigfloor",NA,NA,"00:20:57","Glomar Challenger","unavailable - contact JRSO/USSSP","NA","Historical"
"Peter Barrett Leg 28 Antarctic Expedition","Steel Beach",NA,NA,"00:20:57","Glomar Challenger","unavailable - contact JRSO/USSSP","NA","Historical"
"Peter Barrett Leg 28 Antarctic Expedition","Ocean",NA,NA,"00:20:57","Glomar Challenger","unavailable - contact JRSO/USSSP","NA","Historical"
"Peter Barrett Leg 28 Antarctic Expedition","Catwalk",NA,NA,"00:20:57","Glomar Challenger","unavailable - contact JRSO/USSSP","NA","Historical"
"Peter Barrett Leg 28 Antarctic Expedition","Marine Life",NA,NA,"00:20:57","Glomar Challenger","unavailable - contact JRSO/USSSP","NA","Historical"
"Peter Barrett Leg 28 Antarctic Expedition","Science",NA,NA,"00:20:57","Glomar Challenger","unavailable - contact JRSO/USSSP","NA","Historical"
"Peter Barrett Leg 28 Antarctic Expedition","Life Boats",NA,NA,"00:20:57","Glomar Challenger","unavailable - contact JRSO/USSSP","NA","Historical"
"Peter Barrett Leg 28 Antarctic Expedition","Engine Room",NA,NA,"00:20:57","Glomar Challenger","unavailable - contact JRSO/USSSP","NA","Historical"
"PIE one-screen","Drilling/Rigfloor",NA,NA,"00:07:27",NA,"https://www.youtube.com/watch?v=8ngg2mO_C4g","The JOIDES Resolution","PopUp-DrillDown Exhibit"
"PIE one-screen","Science",NA,NA,"00:07:27",NA,"https://www.youtube.com/watch?v=8ngg2mO_C4g","The JOIDES Resolution","PopUp-DrillDown Exhibit"
"PIE one-screen","Derrick",NA,NA,"00:07:27",NA,"https://www.youtube.com/watch?v=8ngg2mO_C4g","The JOIDES Resolution","PopUp-DrillDown Exhibit"
"PIE one-screen","Labs",NA,NA,"00:07:27",NA,"https://www.youtube.com/watch?v=8ngg2mO_C4g","The JOIDES Resolution","PopUp-DrillDown Exhibit"
"PIE one-screen","Catwalk",NA,NA,"00:07:27",NA,"https://www.youtube.com/watch?v=8ngg2mO_C4g","The JOIDES Resolution","PopUp-DrillDown Exhibit"
"PIE one-screen","Ocean",NA,NA,"00:07:27",NA,"https://www.youtube.com/watch?v=8ngg2mO_C4g","The JOIDES Resolution","PopUp-DrillDown Exhibit"
"PIE one-screen","Core Splitting",NA,NA,"00:07:27",NA,"https://www.youtube.com/watch?v=8ngg2mO_C4g","The JOIDES Resolution","PopUp-DrillDown Exhibit"
"PIE one-screen","Marine Life",NA,NA,"00:07:27",NA,"https://www.youtube.com/watch?v=8ngg2mO_C4g","The JOIDES Resolution","PopUp-DrillDown Exhibit"
"PNN Special Report Core on the Floor YouTube HD720","Catwalk","Maarten in 't Hout",NA,"00:08:12",NA,"https://www.youtube.com/watch?v=bzOTgx0iqAg","OceanLeadership","321"
"PNN Special Report Core on the Floor YouTube HD720","Derrick","Maarten in 't Hout",NA,"00:08:12",NA,"https://www.youtube.com/watch?v=bzOTgx0iqAg","OceanLeadership","321"
"PNN Special Report Core on the Floor YouTube HD720","Interviews/Career Paths","Maarten in 't Hout",NA,"00:08:12",NA,"https://www.youtube.com/watch?v=bzOTgx0iqAg","OceanLeadership","321"
"PNN Special Report Core on the Floor YouTube HD720","Drilling/Rigfloor","Maarten in 't Hout",NA,"00:08:12",NA,"https://www.youtube.com/watch?v=bzOTgx0iqAg","OceanLeadership","321"
"PNN Special Report Core on the Floor YouTube HD720","Core Splitting","Maarten in 't Hout",NA,"00:08:12",NA,"https://www.youtube.com/watch?v=bzOTgx0iqAg","OceanLeadership","321"
"PNN Special Report Core on the Floor YouTube HD720","Logging","Maarten in 't Hout",NA,"00:08:12",NA,"https://www.youtube.com/watch?v=bzOTgx0iqAg","OceanLeadership","321"
"PNN Special Report Core on the Floor YouTube HD720","Labs","Maarten in 't Hout",NA,"00:08:12",NA,"https://www.youtube.com/watch?v=bzOTgx0iqAg","OceanLeadership","321"
"PNN Special Report Core on the Floor YouTube HD720","Science","Maarten in 't Hout",NA,"00:08:12",NA,"https://www.youtube.com/watch?v=bzOTgx0iqAg","OceanLeadership","321"
"PNN Special Report Core on the Floor YouTube HD720","Core Flow","Maarten in 't Hout",NA,"00:08:12",NA,"https://www.youtube.com/watch?v=bzOTgx0iqAg","OceanLeadership","321"
"PNN Special Report Drilling operations 247","Drilling/Rigfloor","Maarten in 't Hout",NA,"00:09:07",NA,"https://www.youtube.com/watch?v=6dNfvNmUYd4","OceanLeadership","321"
"PNN Special Report Drilling operations 247","Derrick","Maarten in 't Hout",NA,"00:09:07",NA,"https://www.youtube.com/watch?v=6dNfvNmUYd4","OceanLeadership","321"
"PNN Special Report Drilling operations 247","Interviews/Career Paths","Maarten in 't Hout",NA,"00:09:07",NA,"https://www.youtube.com/watch?v=6dNfvNmUYd4","OceanLeadership","321"
"PNN Special Report Drilling operations 247","Catwalk","Maarten in 't Hout",NA,"00:09:07",NA,"https://www.youtube.com/watch?v=6dNfvNmUYd4","OceanLeadership","321"
"PNN Special Report Life on Board YouTube HD720","Engine Room","Maarten in 't Hout",NA,"00:10:44","hospital","https://www.youtube.com/watch?v=h66-xnqZpTo","OceanLeadership","321"
"PNN Special Report Life on Board YouTube HD720","Marine Life","Maarten in 't Hout",NA,"00:10:44","hospital","https://www.youtube.com/watch?v=h66-xnqZpTo","OceanLeadership","321"
"PNN Special Report Life on Board YouTube HD720","Thrusters/DP","Maarten in 't Hout",NA,"00:10:44","hospital","https://www.youtube.com/watch?v=h66-xnqZpTo","OceanLeadership","321"
"PNN Special Report Life on Board YouTube HD720","Drilling/Rigfloor","Maarten in 't Hout",NA,"00:10:44","hospital","https://www.youtube.com/watch?v=h66-xnqZpTo","OceanLeadership","321"
"PNN Special Report Life on Board YouTube HD720","Science","Maarten in 't Hout",NA,"00:10:44","hospital","https://www.youtube.com/watch?v=h66-xnqZpTo","OceanLeadership","321"
"PNN Special Report Life on Board YouTube HD720","Life Boats","Maarten in 't Hout",NA,"00:10:44","hospital","https://www.youtube.com/watch?v=h66-xnqZpTo","OceanLeadership","321"
"PNN Special Report Life on Board YouTube HD720","Interviews/Career Paths","Maarten in 't Hout",NA,"00:10:44","hospital","https://www.youtube.com/watch?v=h66-xnqZpTo","OceanLeadership","321"
"PNN Special Report Life on Board YouTube HD720","Catwalk","Maarten in 't Hout",NA,"00:10:44","hospital","https://www.youtube.com/watch?v=h66-xnqZpTo","OceanLeadership","321"
"PNN Special Report Life on Board YouTube HD720","Ocean","Maarten in 't Hout",NA,"00:10:44","hospital","https://www.youtube.com/watch?v=h66-xnqZpTo","OceanLeadership","321"
"PNN Special Report Life on Board YouTube HD720","Gangway/Pier","Maarten in 't Hout",NA,"00:10:44","hospital","https://www.youtube.com/watch?v=h66-xnqZpTo","OceanLeadership","321"
"PNN Special Report Life on Board YouTube HD720","Labs","Maarten in 't Hout",NA,"00:10:44","hospital","https://www.youtube.com/watch?v=h66-xnqZpTo","OceanLeadership","321"
"PNN Special Report Life on Board YouTube HD720","Steel Beach","Maarten in 't Hout",NA,"00:10:44","hospital","https://www.youtube.com/watch?v=h66-xnqZpTo","OceanLeadership","321"
"PNN Special Report Life on Board YouTube HD720","Logging","Maarten in 't Hout",NA,"00:10:44","hospital","https://www.youtube.com/watch?v=h66-xnqZpTo","OceanLeadership","321"
"PNN Special Report Life on Board YouTube HD720","Life at Sea","Maarten in 't Hout",NA,"00:10:44","hospital","https://www.youtube.com/watch?v=h66-xnqZpTo","OceanLeadership","321"
"PNN Special Report Life on Board YouTube HD720","Bridge","Maarten in 't Hout",NA,"00:10:44","hospital","https://www.youtube.com/watch?v=h66-xnqZpTo","OceanLeadership","321"
"PNN Special Report Life on Board YouTube HD720","Derrick","Maarten in 't Hout",NA,"00:10:44","hospital","https://www.youtube.com/watch?v=h66-xnqZpTo","OceanLeadership","321"
"Point Nemo","Science","Sian Proctor",NA,"00:02:43",NA,"https://www.youtube.com/watch?v=dQFkldsuvwk","Dr. Sian Proctor","383"
"Pop Up training","Science",NA,NA,"00:22:58",NA,"https://www.youtube.com/watch?v=bbHY5zwcmnw","The JOIDES Resolution","PopUp-DrillDown Exhibit"
"POUNAMU - a story of New Zealand jade","Interviews/Career Paths",NA,NA,"00:05:46",NA,"https://www.youtube.com/watch?v=vHyv9mkx5a8","The JOIDES Resolution","375"
"Preparing and sampling hard rock cores","Core Splitting","Doug LaVigne",NA,"00:01:28",NA,"https://www.youtube.com/watch?v=6Jb3fVCv69A","Doug LaVigne","323"
"Professor Jian Lin Petrophysics Specialist Expedition 368","Labs","Amanda Wolfe",NA,"00:04:31",NA,"unavailable - contact JRSO/USSSP","NA","368"
"Professor Jian Lin Petrophysics Specialist Expedition 368","Science","Amanda Wolfe",NA,"00:04:31",NA,"unavailable - contact JRSO/USSSP","NA","368"
"Professor Jian Lin Petrophysics Specialist Expedition 368","Ocean","Amanda Wolfe",NA,"00:04:31",NA,"unavailable - contact JRSO/USSSP","NA","368"
"Professor Jian Lin Petrophysics Specialist Expedition 368","Interviews/Career Paths","Amanda Wolfe",NA,"00:04:31",NA,"unavailable - contact JRSO/USSSP","NA","368"
"Project Mohole","Catwalk","Periscope Film",NA,"00:18:44",NA,"unavailable - contact JRSO/USSSP","NA","Historical"
"Project Mohole","Ocean","Periscope Film",NA,"00:18:44",NA,"unavailable - contact JRSO/USSSP","NA","Historical"
"Project Mohole","Bridge","Periscope Film",NA,"00:18:44",NA,"unavailable - contact JRSO/USSSP","NA","Historical"
"Project Mohole","Derrick","Periscope Film",NA,"00:18:44",NA,"unavailable - contact JRSO/USSSP","NA","Historical"
"Project Mohole","Science","Periscope Film",NA,"00:18:44",NA,"unavailable - contact JRSO/USSSP","NA","Historical"
"Project Mohole","Core Flow","Periscope Film",NA,"00:18:44",NA,"unavailable - contact JRSO/USSSP","NA","Historical"
"Project Mohole","Life at Sea","Periscope Film",NA,"00:18:44",NA,"unavailable - contact JRSO/USSSP","NA","Historical"
"Project Mohole","Core Splitting","Periscope Film",NA,"00:18:44",NA,"unavailable - contact JRSO/USSSP","NA","Historical"
"Project Mohole","Drilling/Rigfloor","Periscope Film",NA,"00:18:44",NA,"unavailable - contact JRSO/USSSP","NA","Historical"
"Rebuild JR Cut 12-4-08 PM","Core Splitting","Ocean Leadership",NA,"00:02:29","propellers","unavailable - contact JRSO/USSSP","NA","SODV"
"Rebuild JR Cut 12-4-08 PM","Labs","Ocean Leadership",NA,"00:02:29","propellers","unavailable - contact JRSO/USSSP","NA","SODV"
"Rebuild JR Cut 12-4-08 PM","Thrusters/DP","Ocean Leadership",NA,"00:02:29","propellers","unavailable - contact JRSO/USSSP","NA","SODV"
"Rebuild JR Cut 12-4-08 PM","Catwalk","Ocean Leadership",NA,"00:02:29","propellers","unavailable - contact JRSO/USSSP","NA","SODV"
"Rebuild JR Cut 12-4-08 PM","Ocean","Ocean Leadership",NA,"00:02:29","propellers","unavailable - contact JRSO/USSSP","NA","SODV"
"Rebuild JR Cut 12-4-08 PM","Derrick","Ocean Leadership",NA,"00:02:29","propellers","unavailable - contact JRSO/USSSP","NA","SODV"
"Rebuild JR Cut 12-4-08 PM","Drilling/Rigfloor","Ocean Leadership",NA,"00:02:29","propellers","unavailable - contact JRSO/USSSP","NA","SODV"
"Rebuild JR Cut 12-4-08 PM","Moonpool","Ocean Leadership",NA,"00:02:29","propellers","unavailable - contact JRSO/USSSP","NA","SODV"
"Reentry Funnel Installation: A view from the JR","Drilling/Rigfloor","Jennifer C. Field",NA,"00:05:06","FFF","https://www.youtube.com/watch?v=BDifQyPdct0","The JOIDES Resolution","395"
"Reentry Funnel Installation: A view from the JR","Moonpool","Jennifer C. Field",NA,"00:05:06","FFF","https://www.youtube.com/watch?v=BDifQyPdct0","The JOIDES Resolution","395"
"Research Vessel Docks in Victoria - Scientists to Drill Hole","Gangway/Pier",NA,NA,"00:03:06","A News (TV)","https://www.youtube.com/watch?v=nn0OrkPfqAc","ANewsVanIsland","328"
"Research Vessel Docks in Victoria - Scientists to Drill Hole","Labs",NA,NA,"00:03:06","A News (TV)","https://www.youtube.com/watch?v=nn0OrkPfqAc","ANewsVanIsland","328"
"Research Vessel Docks in Victoria - Scientists to Drill Hole","Derrick",NA,NA,"00:03:06","A News (TV)","https://www.youtube.com/watch?v=nn0OrkPfqAc","ANewsVanIsland","328"
"Research Vessel Docks in Victoria - Scientists to Drill Hole","Interviews/Career Paths",NA,NA,"00:03:06","A News (TV)","https://www.youtube.com/watch?v=nn0OrkPfqAc","ANewsVanIsland","328"
"Research Vessel Docks in Victoria - Scientists to Drill Hole","Science",NA,NA,"00:03:06","A News (TV)","https://www.youtube.com/watch?v=nn0OrkPfqAc","ANewsVanIsland","328"
"Research Vessel Docks in Victoria - Scientists to Drill Hole","Drilling/Rigfloor",NA,NA,"00:03:06","A News (TV)","https://www.youtube.com/watch?v=nn0OrkPfqAc","ANewsVanIsland","328"
"Rock Visualization on the JOIDES Resolution","Catwalk","Lisa Strong",NA,"00:03:31","VIT","https://www.youtube.com/watch?v=cnnECi4c5IA","OceanLeadership","330"
"Rock Visualization on the JOIDES Resolution","Science","Lisa Strong",NA,"00:03:31","VIT","https://www.youtube.com/watch?v=cnnECi4c5IA","OceanLeadership","330"
"Rock Visualization on the JOIDES Resolution","Core Splitting","Lisa Strong",NA,"00:03:31","VIT","https://www.youtube.com/watch?v=cnnECi4c5IA","OceanLeadership","330"
"Rock Visualization on the JOIDES Resolution","Labs","Lisa Strong",NA,"00:03:31","VIT","https://www.youtube.com/watch?v=cnnECi4c5IA","OceanLeadership","330"
"Rolling and pitching through the Southern Ocean","Ocean",NA,NA,"00:00:25",NA,"https://www.youtube.com/watch?v=FsTN_WvxuFA","The JOIDES Resolution","372"
"RPM TIME - testing the under-reamer","Moonpool",NA,NA,"00:01:24",NA,"https://www.youtube.com/watch?v=DMTWqKWZOPg","The JOIDES Resolution","375"
"Sailing with IODP Shipboard Sedimentology","Science","Dan Brinkhuis",NA,"00:04:00",NA,"https://www.youtube.com/watch?v=nxa1863TP54","The JOIDES Resolution","342"
"Sailing with IODP Shipboard Sedimentology","Catwalk","Dan Brinkhuis",NA,"00:04:00",NA,"https://www.youtube.com/watch?v=nxa1863TP54","The JOIDES Resolution","342"
"Sailing with IODP Shipboard Sedimentology","Core Splitting","Dan Brinkhuis",NA,"00:04:00",NA,"https://www.youtube.com/watch?v=nxa1863TP54","The JOIDES Resolution","342"
"Sailing with IODP Shipboard Sedimentology","Labs","Dan Brinkhuis",NA,"00:04:00",NA,"https://www.youtube.com/watch?v=nxa1863TP54","The JOIDES Resolution","342"
"Sailing with IODP Shipboard Sedimentology","Drilling/Rigfloor","Dan Brinkhuis",NA,"00:04:00",NA,"https://www.youtube.com/watch?v=nxa1863TP54","The JOIDES Resolution","342"
"Sailing with IODP Shipboard Sedimentology","Derrick","Dan Brinkhuis",NA,"00:04:00",NA,"https://www.youtube.com/watch?v=nxa1863TP54","The JOIDES Resolution","342"
"Sailing with IODP Shipboard Sedimentology","Gangway/Pier","Dan Brinkhuis",NA,"00:04:00",NA,"https://www.youtube.com/watch?v=nxa1863TP54","The JOIDES Resolution","342"
"Sailing with IODP Shipboard Sedimentology","Interviews/Career Paths","Dan Brinkhuis",NA,"00:04:00",NA,"https://www.youtube.com/watch?v=nxa1863TP54","The JOIDES Resolution","342"
"Sailing with IODP Shipboard Sedimentology","Ocean","Dan Brinkhuis",NA,"00:04:00",NA,"https://www.youtube.com/watch?v=nxa1863TP54","The JOIDES Resolution","342"
"Sailing with IODP Shipboard Sedimentology","Steel Beach","Dan Brinkhuis",NA,"00:04:00",NA,"https://www.youtube.com/watch?v=nxa1863TP54","The JOIDES Resolution","342"
"Santorini Exhibition Video","Science","Kaleigh Young",NA,"00:01:14",NA,"https://www.youtube.com/watch?v=QN3iLW7cuV4","The JOIDES Resolution","PopUp-DrillDown Exhibit"
"Sara Satolli - Paleomagnetist - Expedition 368 JOIDES Resolution","Ocean","Amanda Wolfe",NA,"00:09:34",NA,"unavailable - contact JRSO/USSSP","NA","368"
"Sara Satolli - Paleomagnetist - Expedition 368 JOIDES Resolution","Labs","Amanda Wolfe",NA,"00:09:34",NA,"unavailable - contact JRSO/USSSP","NA","368"
"Sara Satolli - Paleomagnetist - Expedition 368 JOIDES Resolution","Catwalk","Amanda Wolfe",NA,"00:09:34",NA,"unavailable - contact JRSO/USSSP","NA","368"
"Sara Satolli - Paleomagnetist - Expedition 368 JOIDES Resolution","Interviews/Career Paths","Amanda Wolfe",NA,"00:09:34",NA,"unavailable - contact JRSO/USSSP","NA","368"
"Sara Satolli - Paleomagnetist - Expedition 368 JOIDES Resolution","Science","Amanda Wolfe",NA,"00:09:34",NA,"unavailable - contact JRSO/USSSP","NA","368"
"Sara Satolli - Paleomagnetist - Expedition 368 JOIDES Resolution","Life at Sea","Amanda Wolfe",NA,"00:09:34",NA,"unavailable - contact JRSO/USSSP","NA","368"
"Sara Satolli - Paleomagnetist - Expedition 368 JOIDES Resolution","Steel Beach","Amanda Wolfe",NA,"00:09:34",NA,"unavailable - contact JRSO/USSSP","NA","368"
"Scanning Electron Microscope on the JR","Science","Sian Proctor",NA,"00:03:00",NA,"https://www.youtube.com/watch?v=xoE4SusanfY","Dr. Sian Proctor","383"
"Scanning Electron Microscope on the JR","Interviews/Career Paths","Sian Proctor",NA,"00:03:00",NA,"https://www.youtube.com/watch?v=xoE4SusanfY","Dr. Sian Proctor","383"
"Scanning Electron Microscope on the JR","Labs","Sian Proctor",NA,"00:03:00",NA,"https://www.youtube.com/watch?v=xoE4SusanfY","Dr. Sian Proctor","383"
"School of Rock","Interviews/Career Paths","Dan Brinkhuis",NA,"00:02:41",NA,"https://www.youtube.com/watch?v=BrcSXCcc0dA","OceanLeadership","Educators"
"Science in the Time of COVID","Derrick",NA,NA,"00:52:57",NA,"https://www.youtube.com/watch?v=O2YcLsGaMUc","The JOIDES Resolution","395E"
"Science in the Time of COVID","Drilling/Rigfloor",NA,NA,"00:52:57",NA,"https://www.youtube.com/watch?v=O2YcLsGaMUc","The JOIDES Resolution","395E"
"Science in the Time of COVID","Labs",NA,NA,"00:52:57",NA,"https://www.youtube.com/watch?v=O2YcLsGaMUc","The JOIDES Resolution","395E"
"Science in the Time of COVID","Moonpool",NA,NA,"00:52:57",NA,"https://www.youtube.com/watch?v=O2YcLsGaMUc","The JOIDES Resolution","395E"
"Science in the Time of COVID","Science",NA,NA,"00:52:57",NA,"https://www.youtube.com/watch?v=O2YcLsGaMUc","The JOIDES Resolution","395E"
"Science in the Time of COVID","Interviews/Career Paths",NA,NA,"00:52:57",NA,"https://www.youtube.com/watch?v=O2YcLsGaMUc","The JOIDES Resolution","395E"
"Science on the Vessel 1","Steel Beach","Amanda Wolfe",NA,"00:06:26",NA,"https://www.youtube.com/watch?v=cVaIkKKwdXk","The JOIDES Resolution","368"
"Science on the Vessel 1","Marine Life","Amanda Wolfe",NA,"00:06:26",NA,"https://www.youtube.com/watch?v=cVaIkKKwdXk","The JOIDES Resolution","368"
"Science on the Vessel 1","Science","Amanda Wolfe",NA,"00:06:26",NA,"https://www.youtube.com/watch?v=cVaIkKKwdXk","The JOIDES Resolution","368"
"Science on the Vessel 1","Interviews/Career Paths","Amanda Wolfe",NA,"00:06:26",NA,"https://www.youtube.com/watch?v=cVaIkKKwdXk","The JOIDES Resolution","368"
"Science on the Vessel 1","Ocean","Amanda Wolfe",NA,"00:06:26",NA,"https://www.youtube.com/watch?v=cVaIkKKwdXk","The JOIDES Resolution","368"
"Science on the Vessel 1","Derrick","Amanda Wolfe",NA,"00:06:26",NA,"https://www.youtube.com/watch?v=cVaIkKKwdXk","The JOIDES Resolution","368"
"Science on the Vessel 1","Labs","Amanda Wolfe",NA,"00:06:26",NA,"https://www.youtube.com/watch?v=cVaIkKKwdXk","The JOIDES Resolution","368"
"Science on the Vessel 1","Catwalk","Amanda Wolfe",NA,"00:06:26",NA,"https://www.youtube.com/watch?v=cVaIkKKwdXk","The JOIDES Resolution","368"
"Science on the Vessel 1","Life at Sea","Amanda Wolfe",NA,"00:06:26",NA,"https://www.youtube.com/watch?v=cVaIkKKwdXk","The JOIDES Resolution","368"
"Scientific ocean drilling vessel JOIDES Resolution visits San Diego","Ocean",NA,NA,"00:01:02",NA,"https://www.youtube.com/watch?v=0Ftrq5qmUn0","Scripps Oceanography","376"
"Scientific ocean drilling vessel JOIDES Resolution visits San Diego","Thrusters/DP",NA,NA,"00:01:02",NA,"https://www.youtube.com/watch?v=0Ftrq5qmUn0","Scripps Oceanography","376"
"Scientific ocean drilling vessel JOIDES Resolution visits San Diego","Labs",NA,NA,"00:01:02",NA,"https://www.youtube.com/watch?v=0Ftrq5qmUn0","Scripps Oceanography","376"
"Scientific ocean drilling vessel JOIDES Resolution visits San Diego","Catwalk",NA,NA,"00:01:02",NA,"https://www.youtube.com/watch?v=0Ftrq5qmUn0","Scripps Oceanography","376"
"Scientific ocean drilling vessel JOIDES Resolution visits San Diego","Gangway/Pier",NA,NA,"00:01:02",NA,"https://www.youtube.com/watch?v=0Ftrq5qmUn0","Scripps Oceanography","376"
"Scientific ocean drilling vessel JOIDES Resolution visits San Diego","Helipad",NA,NA,"00:01:02",NA,"https://www.youtube.com/watch?v=0Ftrq5qmUn0","Scripps Oceanography","376"
"Scientific ocean drilling vessel JOIDES Resolution visits San Diego","Derrick",NA,NA,"00:01:02",NA,"https://www.youtube.com/watch?v=0Ftrq5qmUn0","Scripps Oceanography","376"
"Seafloor Observatories Lifetime Beyond the Drilling","Science",NA,NA,"00:04:23",NA,"https://www.youtube.com/watch?v=67i7_g2TPRs","The JOIDES Resolution","375"
"Seafloor Observatories Lifetime Beyond the Drilling","Moonpool",NA,NA,"00:04:23",NA,"https://www.youtube.com/watch?v=67i7_g2TPRs","The JOIDES Resolution","375"
"Seafloor Observatories Lifetime Beyond the Drilling","Ocean",NA,NA,"00:04:23",NA,"https://www.youtube.com/watch?v=67i7_g2TPRs","The JOIDES Resolution","375"
"Seafloor Observatories Lifetime Beyond the Drilling","Labs",NA,NA,"00:04:23",NA,"https://www.youtube.com/watch?v=67i7_g2TPRs","The JOIDES Resolution","375"
"Seafloor Observatories Lifetime Beyond the Drilling","Marine Life",NA,NA,"00:04:23",NA,"https://www.youtube.com/watch?v=67i7_g2TPRs","The JOIDES Resolution","375"
"Seafloor Observatories Lifetime Beyond the Drilling","Catwalk",NA,NA,"00:04:23",NA,"https://www.youtube.com/watch?v=67i7_g2TPRs","The JOIDES Resolution","375"
"Seafloor Observatories Lifetime Beyond the Drilling","Interviews/Career Paths",NA,NA,"00:04:23",NA,"https://www.youtube.com/watch?v=67i7_g2TPRs","The JOIDES Resolution","375"
"SEDIMENTOLOGY on the JR","Interviews/Career Paths","Thanos Fatouros",NA,"00:04:50",NA,"https://www.youtube.com/watch?v=q_hx_qzlotE","OceanLeadership","344"
"SEDIMENTOLOGY on the JR","Science","Thanos Fatouros",NA,"00:04:50",NA,"https://www.youtube.com/watch?v=q_hx_qzlotE","OceanLeadership","344"
"Shear Force","Science",NA,NA,"00:00:33",NA,"https://www.youtube.com/watch?v=QP-CkqwlB2c","The JOIDES Resolution","376"
"Shear Force","Catwalk",NA,NA,"00:00:33",NA,"https://www.youtube.com/watch?v=QP-CkqwlB2c","The JOIDES Resolution","376"
"Shifting Winds","Science",NA,NA,"00:00:20",NA,"https://www.youtube.com/watch?v=xJfnXgwYSwY","The JOIDES Resolution","372"
"Ship Tour with David Harwood","Ocean",NA,NA,"00:04:50",NA,"https://www.youtube.com/watch?v=ZrAgw1zolMk","The JOIDES Resolution","374"
"Ship Tour with David Harwood","Catwalk",NA,NA,"00:04:50",NA,"https://www.youtube.com/watch?v=ZrAgw1zolMk","The JOIDES Resolution","374"
"Ship Tour with David Harwood","Derrick",NA,NA,"00:04:50",NA,"https://www.youtube.com/watch?v=ZrAgw1zolMk","The JOIDES Resolution","374"
"Ship Tour with David Harwood","Helipad",NA,NA,"00:04:50",NA,"https://www.youtube.com/watch?v=ZrAgw1zolMk","The JOIDES Resolution","374"
"Ship Tour with David Harwood","Labs",NA,NA,"00:04:50",NA,"https://www.youtube.com/watch?v=ZrAgw1zolMk","The JOIDES Resolution","374"
"Ship Tour with David Harwood","Drilling/Rigfloor",NA,NA,"00:04:50",NA,"https://www.youtube.com/watch?v=ZrAgw1zolMk","The JOIDES Resolution","374"
"Ship Tour with David Harwood","Bridge",NA,NA,"00:04:50",NA,"https://www.youtube.com/watch?v=ZrAgw1zolMk","The JOIDES Resolution","374"
"Ship Tour with David Harwood","Core Flow",NA,NA,"00:04:50",NA,"https://www.youtube.com/watch?v=ZrAgw1zolMk","The JOIDES Resolution","374"
"Ship Tour with David Harwood","Core Splitting",NA,NA,"00:04:50",NA,"https://www.youtube.com/watch?v=ZrAgw1zolMk","The JOIDES Resolution","374"
"Ship Tour with David Harwood","Interviews/Career Paths",NA,NA,"00:04:50",NA,"https://www.youtube.com/watch?v=ZrAgw1zolMk","The JOIDES Resolution","374"
"Ship Tour with David Harwood","Science",NA,NA,"00:04:50",NA,"https://www.youtube.com/watch?v=ZrAgw1zolMk","The JOIDES Resolution","374"
"Ship Tour with Rosa Hughes-Currie","Science",NA,NA,"00:19:13",NA,"https://www.youtube.com/watch?v=8Z4kzXPGELU","The JOIDES Resolution","374"
"Ship Tour with Rosa Hughes-Currie","Catwalk",NA,NA,"00:19:13",NA,"https://www.youtube.com/watch?v=8Z4kzXPGELU","The JOIDES Resolution","374"
